,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162
Desmodus_rotundus_4,0.990977987,0.929075626,0.991169384,0.991169716,0.991458613,0.988223607,0.881207683,0.984879381,0.949869663,0.949869973,0.949870305,0.949870627,0.928654899,0.928655237,0.928655569,0.968911756,0.947939159,0.880922572,0.877012864,0.877012531,0.877012199,0.877011867,0.877011535,0.990390355,0.990390688,0.880885182,0.842000893,0.944722615,0.986210112,0.986901024,0.986901356,0.950070161,0.950070493,0.950070826,0.950071158,0.986344267,0.986344599,0.986344931,0.986839098,0.988230472,0.988230765,0.991131811,0.991132143,0.991745025,0.975191368,0.975191639,0.92855116,0.928551492,0.927185678,0.991480708,0.968426573,0.99040533,0.842381041,0.877333283,0.877227689,0.928528528,0.990586098,0.987688778,0.927085294,0.96890271,0.98805441,0.845829909,0.987856536,0.907698545,0.925738939,0.990579123,0.929004859,0.968194099,0.968993932,0.884800864,0.928763012,0.879851524,0.991123142,0.961560342,0.877007101,0.925490006,0.950656027,0.930020674,0.87727939,0.944263336,0.947553537,0.989760511,0.964830032,0.880877498,0.972540246,0.947049366,0.991692499,0.880987061,0.927792614,0.990267251,0.925777713,0.990712004,0.926369375,0.991187216,0.985283017,0.949857185,0.990905117,0.988282206,0.988282488,0.98828282,0.988283152,0.87701944,0.925571325,0.968466649,0.946465094,0.989635392,0.968423346,0.882468716,0.877162375,0.877246915,0.99125181,0.861735165,0.991701362,0.991378557,0.877059671,0.986296076,0.877073206,0.87818232,0.928733057,0.967582923,0.990880664,0.880202303,0.991383971,0.88101287,0.986252297,0.986324736,0.832221697,0.985917966,0.988669661,0.861684771,0.881099443,0.926348316,0.990073186,0.950387929,0.95061934,0.991264892,0.925758182,0.877088131,0.881721309,0.877209741,0.882566006,0.947248015,0.925937671,0.928252309,0.974629385,0.985940586,0.967544137,0.881898573,0.975774698,0.947304704,0.988291755,0.988344314,0.988344647,0.988344979,0.949417354,0.927242384,0.927242716,0.927243048,0.92724338,0.949006017,0.991357553,0.991428348
Equus_asinus_2,0.790954741,0.729342544,0.791192199,0.79119245,0.791422652,0.787923963,0.68726622,0.784550284,0.748081514,0.748081744,0.748081995,0.748082238,0.729009101,0.729009357,0.729009608,0.767130905,0.746382144,0.687063469,0.684130514,0.684130262,0.684130011,0.68412976,0.684129509,0.790185059,0.790185311,0.687034309,0.652567341,0.743493297,0.785980058,0.786649543,0.786649794,0.748251608,0.748251859,0.74825211,0.748252362,0.786096556,0.786096807,0.786097058,0.786592362,0.787929469,0.78792972,0.79116038,0.791160632,0.791662937,0.77384111,0.773841361,0.728949433,0.728949684,0.727843207,0.79144036,0.766652232,0.790197152,0.65284684,0.684385919,0.684294197,0.728932408,0.790426504,0.787440772,0.727766417,0.767124147,0.787788045,0.655747616,0.787604535,0.709102788,0.726714256,0.790421337,0.729283445,0.766463468,0.767209713,0.690129906,0.729089421,0.686284898,0.791153555,0.75946513,0.684125979,0.726507155,0.748709131,0.730100053,0.684335973,0.743020909,0.746086985,0.789438902,0.762664218,0.68702846,0.77112479,0.745665666,0.791622497,0.687110111,0.728339876,0.790050063,0.726743349,0.790613133,0.72719011,0.791205544,0.784989094,0.748072222,0.790839617,0.787968829,0.78796908,0.787969332,0.787969583,0.684135668,0.726568259,0.766682025,0.745147834,0.789331235,0.766649599,0.688200401,0.684245474,0.684309547,0.79125739,0.671604225,0.791629372,0.791358671,0.684164451,0.786055433,0.684175074,0.685046824,0.72906668,0.765891604,0.79081727,0.686550985,0.791362821,0.687129527,0.786011802,0.786081105,0.734179822,0.7857366,0.788369674,0.671566314,0.687190519,0.727173177,0.789774873,0.74850695,0.748683396,0.791267754,0.726728832,0.684187837,0.687648891,0.684279395,0.688275893,0.745828001,0.726868271,0.728709626,0.773379283,0.785756715,0.765854769,0.687786237,0.774530447,0.745874391,0.787976132,0.788045682,0.788045933,0.788046184,0.747646849,0.727895313,0.727895535,0.727895786,0.727896037,0.954749468,0.791342291,0.791397872
Equus_caballus_1,0.979911445,0.90124251,0.980213813,0.980214132,0.980506397,0.976040969,0.847749054,0.971811188,0.92504189,0.925042182,0.925042501,0.925042809,0.900815071,0.900815395,0.900815714,0.949227219,0.922879892,0.847492463,0.843747467,0.843747148,0.84374683,0.843746511,0.843746192,0.978902779,0.978903098,0.847455551,0.803600772,0.919219306,0.973619326,0.974469217,0.974469535,0.925257512,0.92525783,0.925258149,0.925258468,0.973767344,0.973767662,0.973767981,0.97439789,0.976047965,0.976048283,0.980173406,0.980173725,0.980811086,0.957728139,0.957728457,0.900713653,0.900713972,0.899313089,0.980528855,0.948625813,0.978918119,0.803955605,0.844071619,0.843955131,0.90069205,0.979208573,0.975426475,0.899215501,0.949218646,0.975868373,0.807693615,0.975634251,0.875335929,0.897879592,0.979202013,0.901167545,0.948386581,0.949327283,0.851310601,0.90091744,0.846480424,0.980164801,0.939503293,0.843741736,0.897628217,0.925844007,0.902197612,0.844008515,0.91861943,0.922506495,0.977958513,0.943517968,0.847448125,0.95427978,0.921970153,0.980759854,0.847551391,0.899943401,0.978732457,0.897916636,0.979444932,0.898482378,0.980230715,0.972376957,0.925029944,0.979766614,0.976097842,0.976098161,0.97609848,0.976098798,0.843754027,0.897705705,0.948663612,0.921311433,0.977822744,0.948622674,0.848936079,0.843893265,0.843974562,0.980296422,0.827839017,0.980768576,0.980425121,0.843790487,0.973714895,0.843803979,0.844911598,0.90088857,0.947661544,0.979738211,0.846817058,0.980430491,0.847575826,0.973659605,0.973747727,0.676371708,0.973309808,0.976600895,0.827790818,0.847653096,0.898460887,0.978384981,0.925587687,0.925811223,0.9803096,0.897898077,0.843820207,0.84823564,0.843936328,0.849030283,0.92217608,0.898075278,0.900409479,0.957141372,0.97333523,0.947612813,0.848410716,0.958598618,0.922234579,0.976107106,0.976195468,0.976195786,0.976196105,0.924491042,0.899379194,0.899379476,0.899379794,0.899380113,0.924057547,0.980404352,0.980475264
Felis_catus_D2.y,0.962941757,0.796813484,0.963563199,0.96356388,0.964182291,0.954719739,0.680299377,0.945853075,0.848349079,0.848349715,0.848350396,0.848351055,0.795876468,0.795877161,0.795877842,0.89860301,0.843699953,0.679747221,0.671464375,0.671463694,0.671463013,0.671462332,0.67146165,0.960869652,0.960870333,0.679675199,0.593927375,0.835800469,0.949431858,0.951253622,0.951254303,0.848838477,0.848839158,0.848839839,0.84884052,0.949776688,0.94977737,0.949778051,0.95108484,0.954734419,0.9547351,0.963480539,0.96348122,0.96484139,0.916562577,0.916563259,0.795645767,0.795646449,0.792525128,0.964232061,0.897192399,0.960902337,0.594824623,0.672163334,0.671903706,0.79559821,0.961560198,0.953350635,0.792307789,0.898584595,0.954329384,0.603587057,0.953834435,0.741127991,0.789378592,0.96154578,0.79666147,0.896659407,0.898835561,0.688008769,0.796108803,0.677447867,0.963461727,0.879586143,0.6714525,0.788815163,0.850187702,0.798897283,0.672019062,0.83472001,0.842796507,0.958793585,0.888185687,0.679659475,0.909447789,0.841602997,0.964732743,0.679870944,0.793935238,0.960475323,0.789458709,0.962103737,0.790700253,0.96359997,0.947041636,0.848322854,0.96265612,0.954846391,0.954847073,0.954847776,0.954848446,0.671478112,0.788997432,0.897277614,0.84025653,0.95852081,0.897185656,0.682942222,0.67176661,0.671944123,0.963739179,0.636585759,0.964751407,0.964006992,0.671560204,0.949638718,0.671588813,0.674012492,0.796044002,0.894913877,0.962604658,0.678183609,0.964017936,0.679923541,0.949521,0.94973038,0.643881024,0.948773111,0.955871642,0.636482301,0.68010068,0.790654297,0.959724164,0.849616383,0.850115839,0.963769196,0.789418327,0.67162286,0.681360082,0.671858806,0.683157403,0.842044201,0.789812428,0.794977575,0.915242949,0.948837356,0.894805015,0.6817539,0.918447804,0.842167425,0.954866565,0.955027162,0.955027844,0.955028525,0.847136791,0.792651995,0.792652597,0.792653278,0.792653959,0.846195348,0.963962012,0.964115536
Giraffa_tippelskirchi_2.y,0.977652915,0.914103987,0.977880223,0.977880476,0.978154168,0.974605325,0.869315269,0.971197115,0.934088952,0.934089189,0.934089442,0.934089688,0.913789591,0.913789849,0.913790103,0.952708102,0.932224507,0.869104227,0.865978881,0.865978628,0.865978374,0.86597812,0.865977866,0.976950368,0.976950622,0.86907678,0.836155273,0.929213561,0.972585001,0.973255547,0.973255801,0.934250747,0.934251001,0.934251254,0.934251508,0.972711319,0.972711573,0.972711826,0.973193782,0.974610675,0.974610929,0.977850074,0.977850328,0.978398717,0.959428903,0.959429156,0.913706177,0.913706431,0.912559986,0.978172108,0.952175381,0.976962903,0.836492734,0.866241911,0.866148361,0.913688686,0.977189936,0.974068963,0.912469598,0.952701369,0.974455511,0.839446236,0.974232099,0.893140302,0.911313329,0.977184726,0.914046523,0.951978252,0.952795749,0.872224096,0.913873204,0.868266058,0.97784346,0.945959541,0.865974398,0.91110161,0.934790272,0.91507162,0.86618849,0.928844263,0.931881141,0.976207003,0.949133918,0.869070847,0.956614206,0.931442153,0.978360939,0.869151859,0.913069625,0.976825704,0.911343047,0.977375621,0.911829519,0.977894276,0.971628453,0.93407939,0.977566486,0.974655943,0.974656196,0.974656467,0.974656704,0.865983863,0.911184419,0.952214495,0.930946102,0.976090175,0.952172797,0.870382052,0.86609946,0.866162769,0.977990559,0.852797819,0.978367765,0.978091735,0.866016385,0.972660837,0.866027181,0.866929297,0.913849259,0.951399117,0.977547599,0.868529943,0.978095849,0.869171329,0.972619202,0.972695853,0.384619223,0.972334138,0.975033098,0.852759618,0.869255407,0.911811342,0.976544147,0.934581497,0.934752304,0.978001394,0.911328291,0.866038714,0.869741714,0.866133635,0.870456504,0.931601487,0.911466937,0.913462005,0.95887847,0.972354505,0.951350191,0.869892002,0.960159463,0.931645824,0.974663136,0.974726251,0.974726504,0.974726758,0.933570597,0.912607068,0.912607292,0.912607546,0.912607799,0.933234527,0.978075415,0.978131242
Gorilla_gorilla_11.y,0.981137251,0.851238212,0.981548833,0.981549304,0.981995299,0.975140728,0.759113071,0.968273959,0.890980918,0.890981357,0.890981827,0.890982282,0.850418224,0.850418703,0.850419174,0.931082052,0.887458587,0.758678795,0.752038593,0.752038122,0.752037651,0.752037181,0.75203671,0.979639932,0.979640403,0.758629078,0.685663349,0.881401702,0.971236858,0.972579817,0.972580287,0.891301106,0.891301577,0.891302047,0.891302518,0.971487122,0.971487593,0.971488064,0.972470185,0.975151059,0.975151529,0.981488667,0.981489146,0.982493647,0.945055014,0.945055485,0.850261848,0.850262319,0.847854866,0.982030841,0.930092777,0.979662571,0.68638013,0.752594086,0.752392159,0.850229059,0.980001499,0.974057203,0.84768812,0.931069164,0.974829105,0.69280201,0.974424473,0.810720937,0.845543035,0.979991717,0.851073733,0.929676049,0.931247559,0.765464101,0.850575604,0.756840869,0.981476014,0.916292657,0.752030301,0.845173043,0.89225316,0.852837185,0.752480744,0.880403876,0.886873936,0.978173261,0.92333855,0.758618206,0.939433464,0.885966014,0.982417047,0.758771797,0.848952228,0.979391786,0.845598165,0.98039449,0.846526427,0.981573339,0.969284633,0.890963597,0.980897513,0.975231266,0.975231737,0.975232208,0.975232678,0.752048829,0.845288605,0.930161681,0.884920236,0.977953448,0.930088212,0.761211906,0.752287139,0.7524205,0.981673722,0.723729196,0.982429779,0.981875626,0.75210643,0.971391438,0.752126574,0.753955573,0.850531614,0.928404042,0.980857908,0.757425073,0.98188369,0.758807975,0.971296843,0.971458161,0.417651198,0.970763722,0.975993481,0.723658338,0.758954891,0.846489465,0.97884565,0.891805039,0.89220309,0.981693003,0.845570773,0.752150382,0.759951908,0.75236137,0.761361457,0.886336178,0.845851151,0.849745231,0.944110608,0.970800582,0.928318225,0.760239174,0.946587468,0.886422763,0.975245276,0.975383838,0.975384309,0.975384779,0.890150026,0.847960137,0.847960552,0.847961023,0.847961494,0.889325811,0.981844712,0.981950108
Homo_sapiens_10.y,0.970064236,0.846388565,0.970457106,0.970457555,0.970882182,0.964384284,0.758667002,0.957911087,0.884299736,0.884300155,0.884300603,0.884301037,0.845647459,0.845647915,0.845648364,0.922512924,0.88096518,0.7582531,0.7519886,0.751988151,0.751987703,0.751987254,0.751986806,0.968652154,0.968652602,0.758205678,0.687973293,0.875165457,0.960683742,0.96196766,0.961968109,0.884604952,0.8846054,0.884605841,0.884606289,0.960921908,0.960922356,0.960922805,0.961863667,0.96439409,0.964394538,0.970399482,0.970399938,0.971362535,0.93586996,0.935870409,0.845498451,0.845498899,0.843201314,0.970915934,0.921585208,0.968673761,0.688675631,0.752520575,0.752328606,0.845467239,0.968995823,0.963349294,0.843042776,0.922500315,0.964087148,0.695253732,0.96370016,0.803535744,0.841000629,0.968986503,0.846276956,0.92119396,0.922671051,0.764669248,0.845797492,0.756512865,0.970387397,0.908228957,0.751980655,0.840642879,0.885470058,0.847873003,0.752412345,0.874167964,0.880362732,0.967267157,0.915026838,0.758195356,0.930462681,0.879499592,0.971289439,0.758341869,0.844249996,0.968416335,0.841053021,0.969366383,0.841937306,0.970480754,0.958817002,0.884283189,0.969845787,0.964470608,0.964471057,0.964471505,0.964471954,0.751998405,0.840753038,0.921650718,0.878511815,0.96705861,0.921580858,0.760663677,0.752226003,0.752355602,0.970576458,0.724706975,0.97130151,0.970767957,0.752053451,0.960830815,0.752072637,0.753820369,0.845755488,0.91997653,0.969808028,0.75706452,0.970775693,0.758376301,0.960740835,0.960894284,0.398368602,0.960230871,0.965199322,0.724639373,0.758516072,0.841902103,0.967906452,0.885082883,0.885422269,0.970594822,0.841026967,0.752095141,0.759469499,0.752299136,0.760806071,0.879852087,0.841295156,0.845005848,0.934971998,0.96026608,0.919895078,0.759743577,0.937351902,0.879934548,0.964483935,0.964615962,0.964616411,0.964616859,0.883487591,0.843301801,0.843302198,0.843302646,0.843303094,0.882742748,0.97073848,0.970839109
Jaculus_jaculus_1,0.988660949,0.9387516,0.988796368,0.988796586,0.988955239,0.986400476,0.902333816,0.983959141,0.954490608,0.954490774,0.954490948,0.954491117,0.938495114,0.938495291,0.938495466,0.96944853,0.953228953,0.902155054,0.899389002,0.899388828,0.899388653,0.899388479,0.899388305,0.98815058,0.988150755,0.90213371,0.872802878,0.95075046,0.984952666,0.985466976,0.98546715,0.95463052,0.954630695,0.954630869,0.954631043,0.985043592,0.985043766,0.98504394,0.985406823,0.986404278,0.986404452,0.98877546,0.988775634,0.989144946,0.974846616,0.974846791,0.93843944,0.938439614,0.937567069,0.988970971,0.969107414,0.988158901,0.873061332,0.899596188,0.899529257,0.938427434,0.98827041,0.986042834,0.937522683,0.969443851,0.986304308,0.875706153,0.986175893,0.921544511,0.936684973,0.988266843,0.938700913,0.968940527,0.969504048,0.905222319,0.938546533,0.901406448,0.988770792,0.964468144,0.899385788,0.936531052,0.955068707,0.939404378,0.899559231,0.950340314,0.952993773,0.987563719,0.966871418,0.902129682,0.972713149,0.952665468,0.989117722,0.902189166,0.93797298,0.988087867,0.936704603,0.988438293,0.937042046,0.988805549,0.984283107,0.954484321,0.988585747,0.986430636,0.98643081,0.986430984,0.986431159,0.899392411,0.936580972,0.969134126,0.952278599,0.98748232,0.969105719,0.903218204,0.899494529,0.899540979,0.988844544,0.886529412,0.989122357,0.988912335,0.899415517,0.985010389,0.899423774,0.900181332,0.938530667,0.968471496,0.988572186,0.901647618,0.988915131,0.902202762,0.984975908,0.98503285,0.432985614,0.984735299,0.986715369,0.886503883,0.902257303,0.937029621,0.987922198,0.954851875,0.955041852,0.988851322,0.936694797,0.899440041,0.902629,0.899519672,0.903302794,0.952837402,0.93679175,0.938266953,0.974370301,0.984752011,0.968426104,0.902743305,0.975496214,0.952860505,0.986436788,0.986472426,0.986472598,0.986472772,0.954186765,0.937601739,0.937601893,0.937602067,0.937602242,0.953905374,0.988901497,0.988938745
Lycaon_pictus_28.y,0.93360586,0.588122149,0.934806102,0.934807559,0.936126397,0.916474808,0.343154037,0.897618911,0.697008431,0.697009791,0.697011248,0.697012657,0.58623211,0.586233592,0.586235048,0.799868956,0.687151021,0.341942285,0.323553489,0.323552032,0.323550576,0.323549119,0.323547662,0.929213643,0.9292151,0.341775318,0.158465699,0.670015257,0.90515347,0.908978518,0.908979975,0.6980622,0.698063657,0.698065114,0.698066571,0.905860775,0.905862232,0.905863688,0.908663451,0.916507468,0.916508925,0.934637168,0.934638625,0.937416849,0.836987597,0.836989054,0.585763796,0.585765253,0.579015921,0.936226854,0.79696694,0.929283723,0.160273128,0.325095339,0.32452528,0.585663096,0.930585855,0.913544477,0.578559796,0.799828113,0.915668697,0.179153283,0.914586105,0.471022704,0.572384967,0.930555404,0.587838187,0.795848433,0.800322434,0.360130725,0.586715189,0.336695975,0.934596664,0.761051648,0.323527701,0.571223917,0.700954164,0.592574587,0.324790131,0.667492486,0.685333345,0.925189696,0.778930339,0.341741444,0.822021802,0.682836289,0.937177179,0.342235449,0.582134247,0.928506655,0.572555771,0.931774319,0.575082038,0.934885676,0.900117642,0.696953407,0.933008921,0.916768555,0.916770012,0.916771468,0.916772901,0.323582629,0.571583786,0.79714719,0.67998109,0.924608565,0.796953001,0.348862688,0.324242145,0.324613693,0.935178476,0.250490127,0.937217221,0.935761405,0.323759649,0.905593083,0.32382123,0.329200973,0.586579498,0.792461784,0.932896395,0.338341973,0.935782992,0.342348582,0.905342122,0.905773066,0.198819806,0.903790899,0.91898092,0.250268936,0.342703181,0.574982309,0.927094499,0.69969698,0.70079691,0.935235929,0.57246964,0.323892863,0.345383789,0.32442424,0.349311018,0.683806332,0.57326123,0.584362275,0.834232394,0.903904882,0.792239549,0.346201166,0.840883551,0.684062198,0.916810831,0.917155911,0.917157368,0.917158825,0.69443474,0.579289149,0.579290606,0.579292063,0.57929352,0.692494024,0.935662842,0.93598296
Macaca_fascicularis_9.y,0.970222869,0.84299519,0.970629848,0.970630312,0.971070756,0.964390092,0.7519104,0.957639687,0.881829324,0.881829758,0.881830222,0.881830671,0.842222081,0.842222553,0.842223018,0.921074391,0.878365543,0.751477864,0.744836833,0.744836368,0.744835904,0.74483544,0.744834976,0.968826502,0.968826966,0.751429201,0.677190629,0.872365745,0.960527875,0.961873443,0.961873908,0.882146041,0.882146505,0.882146969,0.882147434,0.960774611,0.960775075,0.960775539,0.961767435,0.964400144,0.964400608,0.970569477,0.970569949,0.971572825,0.934929609,0.934930073,0.842066118,0.842066582,0.839671123,0.971105437,0.920030551,0.968848818,0.677979012,0.745404301,0.745193059,0.842034184,0.969169566,0.963329469,0.839513782,0.921061623,0.964081531,0.684617885,0.963684759,0.798978829,0.837415053,0.969159925,0.842877212,0.919637384,0.921240088,0.758382112,0.84237748,0.749597581,0.970557073,0.906437444,0.744828538,0.837039103,0.883053873,0.844531163,0.745284435,0.871417645,0.877791327,0.967398402,0.913449441,0.75141843,0.929346988,0.876907018,0.971497056,0.751570037,0.840771,0.968604922,0.83746921,0.969588724,0.838377971,0.970654098,0.958580119,0.881812162,0.969998093,0.964480841,0.964481306,0.96448177,0.964482234,0.744846768,0.837153004,0.920095355,0.875867418,0.96718336,0.920026047,0.754048205,0.74508719,0.745221015,0.970753142,0.71652769,0.971509746,0.970952314,0.744904469,0.960680248,0.744924363,0.74673133,0.842334435,0.918412812,0.969958994,0.750186607,0.97096026,0.751605507,0.960587224,0.96074595,0.618793907,0.96006017,0.965216971,0.716457547,0.751754344,0.838341332,0.968070579,0.882656103,0.883004552,0.970774382,0.837442313,0.744950633,0.752755432,0.745159554,0.754198853,0.877269991,0.837715675,0.841555244,0.933997147,0.96009667,0.91832707,0.753049794,0.936499922,0.877355502,0.964494839,0.964629183,0.964629647,0.964630112,0.880978914,0.839771839,0.839772264,0.839772728,0.839773193,0.880210619,0.970921881,0.971025761
Macaca_mulatta_9.y,0.970880624,0.848250173,0.971272187,0.971272634,0.971697323,0.965260593,0.760442753,0.95876195,0.885707368,0.885707785,0.885708232,0.885708665,0.847505579,0.847506034,0.847506481,0.923588684,0.882379421,0.760025512,0.753667128,0.753666681,0.753666233,0.753665786,0.753665339,0.969532776,0.969533223,0.759978578,0.687539589,0.87659751,0.961543314,0.962839843,0.962840291,0.886012905,0.886013353,0.8860138,0.886014247,0.961781078,0.961781526,0.961781973,0.962737617,0.965270278,0.965270725,0.971214546,0.971215001,0.972179592,0.93694199,0.936942437,0.84735533,0.847355778,0.845043845,0.971730598,0.92257783,0.969554279,0.688297916,0.754216276,0.754010981,0.847324501,0.969863261,0.964235222,0.844892351,0.923576337,0.964962518,0.694693326,0.964577517,0.805849715,0.8428749,0.969853964,0.848136532,0.922199442,0.923748514,0.766697502,0.847655314,0.758253401,0.971202572,0.909551378,0.753659121,0.842512654,0.886886894,0.8497289,0.754102478,0.875693423,0.88182583,0.968158624,0.916291207,0.7599682,0.931549792,0.880974022,0.972106667,0.760114318,0.846105213,0.969316275,0.842927172,0.9702684,0.843799707,0.971295583,0.9596636,0.885690831,0.970665227,0.965347326,0.965347773,0.965348221,0.965348668,0.753676761,0.842622253,0.922640317,0.879972197,0.967951406,0.922573491,0.762497513,0.753909299,0.754037904,0.971391047,0.726232579,0.972118813,0.971582981,0.753732269,0.961690177,0.753751438,0.75549486,0.847613733,0.921018014,0.970627568,0.758816894,0.971590638,0.760148533,0.961600529,0.961753462,0.631305256,0.961092582,0.966056132,0.726165104,0.760292258,0.843764479,0.968802319,0.886502206,0.886839334,0.971411483,0.842901234,0.753776728,0.761255067,0.753978705,0.762642669,0.88132387,0.843164803,0.846860162,0.936043554,0.961127721,0.920934882,0.761538633,0.938447953,0.881406211,0.965360814,0.965489873,0.96549032,0.965490768,0.884892898,0.845141963,0.845142374,0.845142821,0.845143268,0.884153158,0.971553657,0.971653632
Microcebus_murinus_15.y,0.973213716,0.780538859,0.973817489,0.973818261,0.974523459,0.964215558,0.658769533,0.95485935,0.8446724,0.844673121,0.844673893,0.84467464,0.779441284,0.779442095,0.779442867,0.903282428,0.839563763,0.65813752,0.6483747,0.648373927,0.648373155,0.648372383,0.648371611,0.97123968,0.971240453,0.658053742,0.55779753,0.830632058,0.958580271,0.960489179,0.960489951,0.845204867,0.845205639,0.845206412,0.845207184,0.958989098,0.95898987,0.958990642,0.960314942,0.964232689,0.964233462,0.973724984,0.973725782,0.975308625,0.922864046,0.922864818,0.779191416,0.779192189,0.775910096,0.974575626,0.902076993,0.971276337,0.558736133,0.649199136,0.648899341,0.779138246,0.97176929,0.962642536,0.775676974,0.903261307,0.963802445,0.568155513,0.963172711,0.725591613,0.772499177,0.971753162,0.780325571,0.901526494,0.903490645,0.667583672,0.779689852,0.655217094,0.973704261,0.883203315,0.648361404,0.771955448,0.846662409,0.782925878,0.649032326,0.829193527,0.838687816,0.968499656,0.892617803,0.658035658,0.914547608,0.837475791,0.975182912,0.65828272,0.777354446,0.970754206,0.772589944,0.97230648,0.773902094,0.97385829,0.956133594,0.844644212,0.972930473,0.96438462,0.964385393,0.964386165,0.964386937,0.648390068,0.772133121,0.90216538,0.835937122,0.968161467,0.902069438,0.661966392,0.648746586,0.648945445,0.974020428,0.609638452,0.975203867,0.974327997,0.648482779,0.95885601,0.648515201,0.651278187,0.779616692,0.899804785,0.972869104,0.656068573,0.974340766,0.658347217,0.958679302,0.958942993,0.373289792,0.95787295,0.965351823,0.609521286,0.658515366,0.773845396,0.969785691,0.846040642,0.846582042,0.974052825,0.772545191,0.64855124,0.660086496,0.648849105,0.662215063,0.837890307,0.772967918,0.778470876,0.921228419,0.957933972,0.899681788,0.660529032,0.924834323,0.838060502,0.964407377,0.964571304,0.964572076,0.964572848,0.843339927,0.776059067,0.776059749,0.776060521,0.776061294,0.842394592,0.974277028,0.974449617
Mus_pahari_1.y,0.618958587,0.970617793,0.6192951,0.619295448,0.619615469,0.615128337,0.911103109,0.610913203,0.994797949,0.994798274,0.994798623,0.994798959,0.970139371,0.970139731,0.970140079,0.587984454,0.992321462,0.910835455,0.906217803,0.906217454,0.906217106,0.906216757,0.906216409,0.618091158,0.618091506,0.910797831,0.861972464,0.988712191,0.612686639,0.613529921,0.61353027,0.994989257,0.994989606,0.994989954,0.994990303,0.612846336,0.612846684,0.612847033,0.613461069,0.615136022,0.61513637,0.61925363,0.619253985,0.619943089,0.596340687,0.596341036,0.97003789,0.970038239,0.968480509,0.619640308,0.587351423,0.618107974,0.862374402,0.906593769,0.906468403,0.97001455,0.618346747,0.61448162,0.968399487,0.587973045,0.614958834,0.865702931,0.614712324,0.942305745,0.967075598,0.61833948,0.97053421,0.587050559,0.588079556,0.915238319,0.970247607,0.909533337,0.619244243,0.578959059,0.906210949,0.96683837,0.995648016,0.971706407,0.90652052,0.988185445,0.991934471,0.617193679,0.582951492,0.910789972,0.592991961,0.991413568,0.619887144,0.910893944,0.969198924,0.61795932,0.967114407,0.618550562,0.967654362,0.619313444,0.611490533,0.99478568,0.618821621,0.615190073,0.615190422,0.615190776,0.615191124,0.906225099,0.966920327,0.587405904,0.990649048,0.617054551,0.587346485,0.912497878,0.906400091,0.906488931,0.619385997,0.888677447,0.619896595,0.619528668,0.906271239,0.612786464,0.906284291,0.907590481,0.970215734,0.586314253,0.618799407,0.909961357,0.619534413,0.910920851,0.612732174,0.612826307,0.017523614,0.612369586,0.615719968,0.888625429,0.911005898,0.96762867,0.617671404,0.995343899,0.995615806,0.619400368,0.967094871,0.906302479,0.911645319,0.906448223,0.912617848,0.991623267,0.967276613,0.969711961,0.595594872,0.612401297,0.586241544,0.91182659,0.597343115,0.991665532,0.615200111,0.615287964,0.615288312,0.615288661,0.994230151,0.968554293,0.9685546,0.968554949,0.968555298,0.993707355,0.619505984,0.619582115
